rank,listing_type,id,name,author,author_alias,attribution_link,total_downloads,adjusted_total_downloads,latest_snapshot
410,map,la-rochelle,La Rochelle,pierreggt,pierreggt,https://github.com/pierreggt,18,18,snapshot_2026_09_09.json
411,map,le-havre,Le Havre,pierreggt,pierreggt,https://github.com/pierreggt,18,18,snapshot_2026_09_09.json
412,map,limoges,Limoges,pierreggt,pierreggt,https://github.com/pierreggt,18,18,snapshot_2026_09_09.json
413,map,mashhad,Mashhad,pierreggt,pierreggt,https://github.com/pierreggt,18,18,snapshot_2026_09_09.json
414,map,troyes,Troyes,pierreggt,pierreggt,https://github.com/pierreggt,15,15,snapshot_2026_09_09.json
415,map,shiraz,Shiraz,pierreggt,pierreggt,https://github.com/pierreggt,14,14,snapshot_2026_09_09.json
416,map,yukina-ua-mykolaiv-kherson,Миколаїв - Херсон / Mykolaiv & Kherson,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,8,8,snapshot_2026_09_09.json
417,map,yukina-ua-rivne-lutsk,Рівне - Луцьк / Rivne & Lutsk,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,8,8,snapshot_2026_09_09.json
418,map,yukina-ua-uzhhorod-mukachevo,Закарпаття / Transcarpathia,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,7,7,snapshot_2026_09_09.json
419,map,yukina-ua-kremenchuk,Кременчук / Kremenchuk,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,snapshot_2026_09_09.json
420,map,yukina-ua-sumy,Суми / Sumy,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,snapshot_2026_09_09.json
421,map,yukina-ua-vinnytsia,Вінниця / Vinnytsia,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,6,6,snapshot_2026_09_09.json
422,map,yukina-ua-zhytomyr,Житомир / Zhytomyr,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,5,5,snapshot_2026_09_09.json
423,map,yukina-ua-cherkasy,Черкаси / Cherkasy,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,snapshot_2026_09_09.json
424,map,yukina-ua-chernihiv,Чернігів / Chernihiv,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,snapshot_2026_09_09.json
425,map,yukina-ua-chernivtsi,Чернівці / Chernivtsi,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,snapshot_2026_09_09.json
426,map,yukina-ua-ivano-frankivsk,Івано-Франківськ / Ivano-Frankivsk,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,snapshot_2026_09_09.json
427,map,yukina-ua-khmelnytskyi,Хмельницький / Khmelnytskyi,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,snapshot_2026_09_09.json
428,map,yukina-ua-kropyvnytskyi,Кропивницький / Kropyvnytskyi,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,snapshot_2026_09_09.json
429,map,yukina-ua-poltava,Полтава / Poltava,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,snapshot_2026_09_09.json
430,map,yukina-ua-ternopil,Тернопіль / Ternopil,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,4,4,snapshot_2026_09_09.json
