rank,author,author_alias,attribution_link,asset_count,map_count,mod_count,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot,map_download_change,adjusted_map_download_change,mod_download_change,adjusted_mod_download_change
27,TransitCore,TransitCore,https://github.com/TransitCore,2,0,2,16,16,1527,1527,1511,1511,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,16,16
28,hsullivan1201,hsullivan1201,https://github.com/hsullivan1201,1,0,1,15,15,2612,2612,2597,2597,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,15,15
29,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,10,10,0,15,13,1723,1721,1708,1708,snapshot_2026_09_10.json,snapshot_2026_09_07.json,15,13,0,0
30,WillBarouch,WillBarouch,https://github.com/WillBarouch,1,1,0,14,14,1363,1363,1349,1349,snapshot_2026_09_10.json,snapshot_2026_09_07.json,14,14,0,0
31,m4d5hr1mp,m4d5hr1mp,https://github.com/m4d5hr1mp,1,0,1,12,12,305,305,293,293,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,12,12
32,Mpfk,Mpfk,https://github.com/Mpfk,1,0,1,10,10,1892,1892,1882,1882,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,10,10
33,cromstar,cromstar,https://github.com/cromstar,1,1,0,10,10,373,373,363,363,snapshot_2026_09_10.json,snapshot_2026_09_07.json,10,10,0,0
34,xoaninc,xoaninc,https://github.com/xoaninc,1,0,1,10,10,176,176,166,166,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,10,10
35,NerdieSanders,NerdieSanders,https://github.com/NerdieSanders,2,2,0,7,7,1040,1040,1033,1033,snapshot_2026_09_10.json,snapshot_2026_09_07.json,7,7,0,0
36,Tesarzh,Tesarzh,https://github.com/Tesarzh,1,0,1,6,6,251,251,245,245,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,6,6
37,jelegend,jelegend,https://github.com/jelegend,1,1,0,5,5,3769,3769,3764,3764,snapshot_2026_09_10.json,snapshot_2026_09_07.json,5,5,0,0
38,Capitao-piolho,Miguel Sousa,https://github.com/Capitao-piolho,1,1,0,5,5,612,612,607,607,snapshot_2026_09_10.json,snapshot_2026_09_07.json,5,5,0,0
39,lexenygma,lexenygma,https://github.com/lexenygma,1,1,0,5,5,131,131,126,126,snapshot_2026_09_10.json,snapshot_2026_09_07.json,5,5,0,0
40,prodigious-penguin,prodigious-penguin,https://github.com/prodigious-penguin,1,0,1,4,4,215,215,211,211,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,4,4
41,bean1322,bean1322,https://github.com/bean1322,2,2,0,4,4,183,183,179,179,snapshot_2026_09_10.json,snapshot_2026_09_07.json,4,4,0,0
42,giannons46,giannons46,https://github.com/giannons46,1,1,0,4,4,173,173,169,169,snapshot_2026_09_10.json,snapshot_2026_09_07.json,4,4,0,0
43,worstboyinaustral1a,worstboyinaustral1a,https://github.com/worstboyinaustral1a,1,1,0,3,3,371,371,368,368,snapshot_2026_09_10.json,snapshot_2026_09_07.json,3,3,0,0
44,hernang87,hernang87,https://github.com/hernang87,1,1,0,3,3,145,145,142,142,snapshot_2026_09_10.json,snapshot_2026_09_07.json,3,3,0,0
45,Phineapoo,Phineapoo,https://github.com/Phineapoo,1,1,0,2,2,157,157,155,155,snapshot_2026_09_10.json,snapshot_2026_09_07.json,2,2,0,0
46,chasemanning040911-afk,lechicken,https://github.com/chasemanning040911-afk,1,1,0,1,1,380,380,379,379,snapshot_2026_09_10.json,snapshot_2026_09_07.json,1,1,0,0
47,arniber21,arniber21,https://github.com/arniber21,1,0,1,1,1,245,245,244,244,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,1,1
48,JayToTheAy,JayToTheAy,https://github.com/JayToTheAy,1,1,0,1,1,145,145,144,144,snapshot_2026_09_10.json,snapshot_2026_09_07.json,1,1,0,0
49,JcPires,JcPires,https://github.com/JcPires,1,1,0,1,1,94,94,93,93,snapshot_2026_09_10.json,snapshot_2026_09_07.json,1,1,0,0
50,stefanorigano,Steno,https://github.com/stefanorigano,1,0,1,0,0,14278,14278,14278,14278,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
51,soccerjonj,soccerjonj,https://github.com/soccerjonj,7,7,0,0,0,1662,1662,1662,1662,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
52,IMB11,IMB11,https://github.com/IMB11,2,0,2,0,0,1288,1288,1288,1288,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
53,metatablestudios,metatablestudios,https://github.com/metatablestudios,1,1,0,0,0,314,314,314,314,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
54,bquelhas,bquelhas,https://github.com/bquelhas,1,1,0,0,0,268,268,268,268,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
55,TathanDev,TathanDev,https://github.com/TathanDev,1,0,1,0,0,212,212,212,212,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
56,matematysek,matematysek,https://github.com/matematysek,1,0,1,0,0,23,23,23,23,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
57,akospanov,akospanov,https://github.com/akospanov,1,1,0,0,0,0,0,0,0,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
58,Meszier83,Meszier83,https://github.com/Meszier83,1,1,0,0,0,0,0,0,0,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
59,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,2,0,2,0,0,0,0,0,0,snapshot_2026_09_10.json,snapshot_2026_09_07.json,0,0,0,0
